Set,Vinuesa,Hart,Crotty,Genes
Random_CoreNet_GRN_sig_only_size_match_614,0,1,0,"{'FOXB1', 'SCARB2', 'RHBDL2', 'CALB1', 'DYNC2LI1', 'ADORA3', 'CCR1', 'SLC2A3', 'DKFZP434P0831', 'ZNF557', 'KCNN4', 'A1BG', 'MIDEAS', 'SH3GLB1', 'LILRB1', 'COIL', 'CD207', 'SLC2A4RG', 'NCAPD2', 'LOXL2', 'NBPF15', 'Q8TBE5', 'ZNF397', 'STXBP3', 'SH2B1', 'UBE2I', 'BPNT2', 'PLAC8', 'F5H254', 'KIAA0586', 'FAM228A', 'KCNE4', 'RRAGD', 'FIBCD1', 'WDR5', 'NOC4L', 'BMPR1B', 'RAB2A', 'CCDC173', 'FOXG1', 'FLG', 'ELN', 'TOX4', 'TAC1', 'MS4A13', 'SLC27A5', 'RTP5', 'RAB1A', 'BCL2L10', 'POGLUT2', 'NOMO3', 'KIAA0319', 'FOXN2', 'KRTAP5-1', 'NGDN', 'ZNF253', 'POP5', 'MUC17', 'FAM181B', 'EFCAB2', 'PWP2', 'GGA1', 'NANOG', 'RAB37', 'COX14', 'VDR', 'FSCN2', 'RAB7A', 'NHS', 'B7Z670', 'SP3', 'PPP1R16B', 'ZNF883', 'INSYN2A', 'MCM7', 'RUSC1-AS1', 'FCF1', 'TAC3', 'NEGR1', 'FAM184A', 'PTPN3', 'CXCR2', 'RNF112', 'CTSH', 'ZNF131', 'AURKA', 'C11ORF71', 'FBF1', 'FBXW7', 'CNOT10', 'CDH1', 'ING4', 'FAM120AOS', 'ATP6V1B2', 'KRTAP6-1', 'DYNC1I1', 'IL7', 'LIPM', 'BMP2K', 'AGPAT3', 'NMT2', 'PREX1', 'HEMK1', 'MCEE', 'MT1B', 'EVA1B', 'RHOU', 'NOX3', 'TOMM40L', 'COL23A1', 'NSRP1', 'VSNL1', 'MYO1D', 'GRB7', 'CFAP97D1', 'USP8', 'MACROH2A1', 'HIPK2', 'RHOC', 'STK33', 'CCDC13', 'HBG1', 'SERPINA4', 'Q9BRL5', 'CPE', 'SLC4A3', 'MYO3B', 'ZNF785', 'BAP18', 'DNM1L', 'ZNF711', 'FBXO25', 'ATAD2', 'DDX59', 'SPN', 'CYBB', 'CD19', 'MAGEA2|MAGEA2B', 'CCDC39', 'KIF3C', 'COL9A1', 'ANKIB1', 'LRRC3', 'C6ORF89', 'LENG9', 'THADA', 'AARS1', 'FGFR2', 'OPN1LW', 'CIB4', 'PER3', 'CLEC12A'}"
Random_CoreNet_GRN_sig_only_size_match_615,0,0,0,"{'TBX18', 'SLC16A10', 'COL1A2', 'KLHDC3', 'CEP126', 'UBE2S', 'PLAAT2', 'ANKRD55', 'OVGP1', 'PLTP', 'BANF2', 'GPR151', 'VCPKMT', 'PDAP1', 'COX4NB', 'UGCG', 'B7Z3D6', 'GAREM1', 'SEMA4F', 'TSEN34', 'VPS35', 'PHF10', 'FLVCR1', 'HEATR3', 'HP1BP3', 'SETD6', 'AOC2', 'CUL5', 'ECT2', 'FBXL12', 'TSHZ1', 'FCRL2', 'PLAC8', 'LITAF', 'MTSS2', 'PARP8', 'TENM4', 'MAN1A1', 'FBXO10', 'GMEB2', 'ARF4', 'FBXL3', 'BCLAF1', 'CIAPIN1', 'SENP3', 'NUCB1', 'LLGL2', 'DEFB1', 'CDH15', 'ZSCAN5B', 'CLK3', 'PCLAF', 'GIT2', 'GRIN2A', 'DKFZP586M1622', 'USP14', 'KRT2', 'EHF', 'DEPDC1B', 'HCK', 'CCDC25', 'TDRD9', 'MOS', 'HTR3C', 'MED16', 'UBIAD1', 'APBB3', 'CTSA', 'ITGAL', 'CIZ1', 'CMTR1', 'IGF2BP3', 'HOMER2', 'STAC3', 'SAMD8', 'FZD4', 'GLT8D1', 'SELENOM', 'PNKP', 'EHMT1', 'CCDC185', 'ZC3H18', 'CCHCR1', 'HOXD9', 'NRGN', 'NUMB', 'SAMD10', 'C4ORF54', 'POU5F1', 'PTGDS', 'ENO1', 'LRCH3', 'NTAN1', 'TTC13', 'NXPE3', 'PRKDC', 'TGFB3', 'ATF4', 'CCND3', 'ERP44', 'IL36RN', 'INPP5K', 'ARNTL', 'DENND10P1', 'TMEM9', 'SVIP', 'UGT2B10', 'B1ANA3', 'STEAP1B', 'COPB1', 'CENPN', 'PLAA', 'DLG1', 'Q5XG85', 'ACTR3C', 'TMEM59', 'FILIP1L', 'FATE1', 'UPK3A', 'H2BC20P', 'SLC22A23', 'ZNF12', 'CLEC16A', 'TPK1', 'DNTTIP1', 'C1ORF52', 'MRTFA', 'ZF6', 'ELMOD2', 'ORAI2', 'DTL', 'KRTAP10-5', 'CISD3', 'TCEAL2', 'B4DEC9', 'LYSMD3', 'NUP88', 'SIX1', 'VCAM1', 'RMND5B', 'U2AF1', 'TTC31', 'EIF3L', 'RGS6', 'CDKN2AIP', 'DNAJC17', 'LURAP1L', 'TMEM114', 'DEFB108B', 'RPS15', 'ZBTB12', 'VSIG2'}"
Random_CoreNet_GRN_sig_only_size_match_616,0,0,1,"{'GFRA2', 'TMEM213', 'AGXT', 'RHOJ', 'MCM9', 'KIF20B', 'GXYLT2', 'TP53BP2', 'PGF', 'PCDHB10', 'BRCA2', 'SNRPF', 'PCDHA9', 'RPS20', 'PHAX', 'RNASE7', 'IGKC', 'MBL2', 'GHITM', 'BBS4', 'CCL8', 'HORMAD2', 'MXD4', 'GCSH', 'MCUR1', 'ONECUT3', 'TMEM266', 'ALPP', 'NRIP2', 'PIF1', 'TMEM243', 'MUCL1', 'A8K5M4', 'E4F1', 'RDH11', 'PPRC1', 'RCVRN', 'AIFM3', 'MGC24125', 'ZDBF2', 'MACC1', 'DIAPH1', 'RHBDD3', 'ZNRF2', 'MORF4L2', 'RHBDF2', 'FHL1', 'NSG1', 'CHCHD4', 'USP12', 'EFS', 'ARHGEF10L', 'Q9BQ98', 'PRKD1', 'SLC38A1', 'DNAJB6', 'OSGIN2', 'CCNC', 'ANKRD27', 'TMEM14A', 'BAZ2B', 'XCR1', 'PMS2', 'SLC7A4', 'MFSD11', 'PRAME', 'ADGRL3', 'PUS7L', 'KRT81', 'POLR2J3', 'AMY1C', 'LRFN5', 'SCN9A', 'NDUFC1', 'PHTF1', 'PANK4', 'ASZ1', 'FBRSL1', 'ZFYVE26', 'CFAP77', 'NUMB', 'LAMP1', 'SUMF1', 'EIF4EBP1', 'ZC3H10', 'CEP97', 'DKKL1', 'MT1E', 'OR6B1', 'DEFB112', 'AGBL1', 'ZBTB1', 'NR2B3', 'DKFZP686I15196', 'CD3G', 'HSPG2', 'KCTD14', 'REV3L', 'NEU1', 'FAM234A', 'UPF2', 'O60448', 'F8W9B4', 'NCOA2', 'NIPAL4', 'CKAP5', 'SKIV2L', 'CPZ', 'ZNF768', 'IGFN1', 'GALE', 'NTAQ1', 'SCARF2', 'SMG6', 'AMY2B', 'MAGOHB', 'C8ORF82', 'PCDHB12', 'MOXD1', 'APC2', 'TNFRSF14', 'MKRN1', 'MYT1L', 'BIN2', 'ADGRG7', 'NNMT', 'ODF3', 'ZNF549', 'FOSB', 'CSNK2B', 'FREM1', 'ARRDC2', 'WNT10B', 'BHLHA9', 'ZNF488', 'AZGP1', 'DAB1', 'GNAS', 'FST', 'ITGA11', 'FA2H', 'DCXR', 'ELF2', 'DCP1A', 'CFAP410', 'NEU4', 'B4DWS2', 'RAE1', 'COPZ2', 'SAMD4A', 'FSD2', 'PCED1A'}"
Random_CoreNet_GRN_sig_only_size_match_617,0,0,0,"{'BBIP1', 'RAPGEF2', 'LRRC56', 'IPO11', 'TMBIM6', 'LAMB3', 'C6ORF1', 'FBXO16', 'CALHM4', 'CEP41', 'CHERP', 'FAH', 'SESTD1', 'KIR3DL2', 'RAVER1', 'B4DF73', 'TIMM22', 'THSD4', 'NSUN2', 'SPACIA1', 'POLDIP3', 'SPARCL1', 'SLC8A2', 'GIPC3', 'B3KMQ7', 'CCL5', 'LATS2', 'DIAPH1', 'CLASP1', 'B4DQ07', 'HLA-H', 'PLAGL2', 'TSPAN31', 'USP22', 'TAF1B', 'MFGE8', 'HCRT', 'H2BC5', 'ARPC4', 'RTN4RL2', 'KLHL33', 'ALKBH8', 'NSG1', 'NDUFC2-KCTD14', 'NMI', 'UNC5CL', 'SPATA6', 'SSR4', 'TIMP3', 'FCGRT', 'HOXA1', 'SAP25', 'LCE5A', 'IDI2', 'MMP1', 'NKAP', 'TRIM9', 'UIMC1', 'KIF3A', 'CASP2', 'FKBP14', 'SHISA3', 'IGF2BP3', 'H0YG75', 'NPY1R', 'HSPA14', 'C9ORF152', 'RAN', 'RIPPLY1', 'P2RY6', 'KRTCAP2', 'VPS26B', 'ZNF445', 'GFER', 'MGARP', 'Q9P1I0', 'DEFA1|DEFA1B', 'PRR34', 'AURKA', 'LGR4', 'RAVER2', 'MANBA', 'UNC45A', 'TERT', 'SALL1', 'UPI000013CFCA', 'TMEM45B', 'GBE1', 'LPAR2', 'SETSIP', 'DKFZP781L0540', 'SLC44A2', 'TUBA3D', 'DKFZP686G11190', 'MAGEB3', 'ETV1', 'MORF4L1', 'ANXA4', 'HECW1', 'LYZL1', 'GSTM3', 'SACM1L', 'MOGAT2', 'MED23', 'ASL', 'SETD9', 'NRTN', 'ZNF536', 'IGHA2', 'EVX2', 'GLRA2', 'GNAO1', 'PHOX2A', 'KIRREL1', 'Q53HF2', 'Q5VU85', 'OSBP', 'HSP90AB1', 'MICAL2', 'SCRIB', 'ACTR1A', 'MON1B', 'FGF13', 'RNF141', 'GABRG2', 'CBX7', 'AP4B1', 'CSF3R', 'SYBU', 'FBXW11', 'PAICS', 'PCDH19', 'CD74', 'ADGRG3', 'IL32', 'SLC39A4', 'EHHADH', 'C1ORF105', 'CNTRL', 'ARID4B', 'CTSG', 'RHOBTB2', 'IL36A', 'ZNF417', 'RND1', 'AKIP1', 'TRPV6', 'SHARPIN', 'SMC4', 'APOD', 'HS2ST1', 'TSPO'}"
Random_CoreNet_GRN_sig_only_size_match_618,0,1,0,"{'NSMAF', 'MARCHF7', 'LAMC1', 'OLIG3', 'SPRTN', 'PSG2', 'CORO1C', 'HCCS', 'OVGP1', 'SNRPD1', 'PDCL', 'Q8N6E1', 'ARMT1', 'THSD4', 'BUD13', 'F5GXJ4', 'STAMBPL1', 'THOP1', 'MCOLN2', 'ADRA1D', 'MALT1', 'CDK2', 'TMEM138', 'TPST1', 'YPEL3', 'PTS', 'ZFP1', 'BCL7C', 'ABCC9', 'MTURN', 'INPP5D', 'NDUFB11', 'INTU', 'SYCE1', 'SART1', 'SEPSECS', 'PEMT', 'NEU2', 'B0QZE7', 'TTC33', 'CDCP1', 'APOL2', 'GMPS', 'SUV39H1', 'TPRA1', 'TRAPPC11', 'B0FTY2', 'TBC1D23', 'LAMC3', 'YIPF3', 'GPSM3', 'PPP4R3A', 'PRELID1', 'NGRN', 'FKBP10', 'ND2', 'HEL111', 'IQSEC3', 'BTF3L4', 'SLC43A2', 'TRIM68', 'HTRA3', 'ELOVL5', 'ATOH7', 'SLC5A6', 'SH3D19', 'Q59HH7', 'KRTAP4-11', 'ZNF19', 'CADM2', 'DBNL', 'E2F5', 'AHSG', 'TRAPPC2L', 'POLA2', 'GPR37L1', 'SAMD10', 'CAV2', 'REEP4', 'PTDSS2', 'CREM', 'CYP4F11', 'COCH', 'HEXIM1', 'SLC14A2', 'PTGDS', 'Q53FL1', 'ELOA', 'TSPAN3', 'GLRX', 'DMXL2', 'TAF11', 'SHPK', 'AMACR', 'CACNG2', 'CLCNKA', 'AKAP14', 'SLC35C2', 'DNASE2', 'HAGHL', 'Q53FC7', 'PAM16', 'ARHGEF5', 'SRSF8', 'CGB7', 'KCNA4', 'MNAT1', 'DKFZP686K03196', 'SPHKAP', 'MMS22L', 'SEMA6D', 'SMIM17', 'SDC4', 'CHIC2', 'LCE3E', 'CRLF3', 'MAP3K4', 'SLBP', 'BRINP1', 'VPS39', 'MTPN', 'BXDC2', 'PLAU', 'D1MPS6', 'B2RA89', 'SH2D4A', 'GPR37', 'FAM189B', 'GALNT11', 'ALKBH7', 'WWTR1', 'DPH3', 'MYOZ3', 'ROBO3', 'P4HA2', 'MTA3', 'IGLC3', 'ITGB3BP', 'MAGEB18', 'CBWD6', 'C9ORF116', 'SCD5', 'KBTBD4', 'CHRNA9', 'TOMM7', 'B3GAT1', 'RANBP2', 'ADAP2', 'OGA', 'LRFN3', 'PPP1R1C', 'VGLL3'}"
Random_CoreNet_GRN_sig_only_size_match_619,0,0,0,"{'USP25', 'ATP6V1H', 'DRAM1', 'RRAS', 'SCPEP1', 'Q5T4L4', 'TP53', 'ECRG4', 'SCGB2A2', 'DPF3', 'PDGFA', 'PHETA1', 'INTS7', 'MTX2', 'RPL39P5', 'NPAS3', 'TULP3', 'CALHM4', 'YBEY', 'PNPLA4', 'RBMX2', 'PAXBP1', 'Q7RTX8', 'RASGRF1', 'VSIG1', 'IGKV4-1', 'ADRA2A', 'PREPL', 'Q5T0C9', 'ZBTB45', 'BACE2', 'MAGOH', 'TBRG1', 'C11ORF42', 'CAPN7', 'CCDC17', 'LUZP4', 'CHRAC1', 'SMG7', 'TRAPPC10', 'FKBP11', 'PSCA', 'SPOCK3', 'TNFSF15', 'LMO4', 'GATD1', 'SPRED1', 'ARL3', 'UTP6', 'ACACA', 'ABCE1', 'LIN52', 'ADPGK', 'COMMD3', 'CORO2A', 'ATP5ME', 'SLC22A1', 'NOVA1', 'Q59EZ2', 'OSBPL7', 'SCN8A', 'MED15', 'ZNF404', 'A8K9C1', 'PALM', 'HS3ST3B1', 'FER', 'PCSK2', 'ARFGAP1', 'KRT78', 'FAM25A', 'TMEM14C', 'C18ORF25', 'MGC39372', 'PPP5C', 'DEK', 'BATF2', 'A0A4E0W6L3', 'IL16', 'SLC30A7', 'MZF1', 'FBP1', 'CACNB4', 'CHRNB4', 'FXR1', 'ARMC7', 'RFPL3', 'KIR2DL4', 'MFN2', 'CT45A2', 'Q8IXL1', 'IGSF9', 'MORN5', 'PRRT1', 'RAB39B', 'NDUFV3', 'RBM18', 'PPP2R5C', 'ACAD8', 'TRMT1', 'ELSPBP1', 'HRK', 'PSMA5', 'CCDC82', 'ITPR1', 'CCDC83', 'Q9UMD0', 'NSFL1C', 'A8KA83', 'MRPL3', 'DOC2A', 'ADAMTS17', 'MRPL50', 'CELF6', 'RAP1GAP', 'APLP2', 'ZBTB18', 'EPRS1', 'PPP4C', 'BTN3A3', 'PDE4C', 'BCL2L15', 'RPAP3', 'KAT5', 'TBCE', 'Q9H7V3', 'JDP2', 'P3H1', 'MAP2K6', 'KCNK18', 'EFHC2', 'UBE2V1', 'LPCAT4', 'GGACT', 'PAICS', 'IPO5', 'FOXRED2', 'CLPSL2', 'ZDHHC4', 'UBL4A', 'SEMA3C', 'PKP3', 'CD33', 'DERA', 'BRD2', 'PSMB4', 'PNPT1', 'PRPF3', 'CASP9', 'ITM2B', 'ANGEL1', 'FAM166A'}"
Random_CoreNet_GRN_sig_only_size_match_620,1,1,0,"{'MGAM2', 'ANXA8L1', 'RNF168', 'U5-116KD', 'ZNF165', 'ARL8B', 'Q15515', 'FBXO22', 'TRIM13', 'CETN1', 'ERMN', 'FXYD2', 'Q9H7R8', 'DEFB127', 'EPS8', 'PIGS', 'KRT1', 'MXD3', 'COLEC12', 'SLC38A10', 'B4DDV3', 'SSX5', 'CS', 'CD207', 'PEPD', 'CAMKK1', 'ZNF302', 'MRPS27', 'KIF26B', 'OSBPL10', 'GIPC3', 'FCAMR', 'SUSD2', 'MDH1', 'BCL2L1', 'TUBA1C', 'RNF133', 'P4HA1', 'RCN3', 'APLNR', 'ATP10A', 'FOXG1', 'TMP_LOCUS_29', 'COA6', 'WDFY4', 'GLOD4', 'OR2T35', 'Q8NC57', 'CAMKK2', 'STAT2', 'ZBED5', 'ADAMTSL2', 'MED18', 'EDN1', 'ATP1B2', 'GUSBP1', 'ZNF595', 'SELENOO', 'CELF1', 'RNF183', 'IDI1', 'RABEP2', 'ROCK1', 'CCDC28A', 'ADCK5', 'STK3', 'RLN3', 'B1AHK1', 'GARRE1', 'LRFN5', 'H2BC12', 'HSFX1|HSFX2', 'C1ORF226', 'PRIM2', 'Q6ZT36', 'QRICH1', 'SYT16', 'TCN1', 'RUVBL2', 'HDGFL3', 'EIF4EBP1', 'IL15', 'CCND2', 'NFS1', 'SMCR8', 'POGZ', 'Q9NRT5', 'MYHBETA', 'TOMM22', 'ZRANB3', 'ZNF699', 'POFUT1', 'BRME1', 'TMCC1', 'Q0ZCI9', 'WDCP', 'LIN7C', 'ZNF224', 'EXOC3', 'EIF6', 'RHOT2', 'UPP1', 'SRCAP', 'ACLY', 'Q14485', 'GAS8', 'ZNF281', 'SH3GLB2', 'ANUBL1', 'KCMF1', 'FBXO32', 'VPS39', 'HKDC1', 'UBE2L3', 'TBX5', 'STC2', 'GCH1', 'KIF12', 'CP', 'ADRA2C', 'ARHGAP4', 'FAF2', 'TM4SF5', 'ECHDC2', 'ROCK2', 'ST13P5', 'B2RCU6', 'KRT72', 'DESI1', 'YAP1', 'AKT1', 'JAK3', 'ZNF350', 'SIX1', 'SEMA3C', 'FAM167A', 'Q5T8Z0', 'HPS6', 'CYP3A5', 'DBF4', 'KMT5C', 'TAFA1', 'SAV1', 'C14ORF133', 'MCM5', 'TM6SF2', 'ZNF444', 'HEATR6', 'RPS6KB2', 'ZSCAN22', 'MC4R', 'BIRC6'}"
Random_CoreNet_GRN_sig_only_size_match_621,0,0,0,"{'ACSM3', 'GIMAP1', 'DHX37', 'BYSL', 'VPS51', 'KRT71', 'IDH2', 'RUNDC3A', 'ISL2', 'RPTOR', 'PSMD12', 'MTMR4', 'KLHL42', 'MFSD8', 'B7Z3D6', 'Q96P23', 'GAREM1', 'KLK2', 'ACAN', 'H3-3A|H3-3B', 'ZBTB42', 'A8K6Q8', 'PIFO', 'SLIT3', 'ANGPT1', 'CD200R1L', 'WDR57', 'CLPTM1', 'C9ORF57', 'EFNB2', 'SEC11A', 'ADH5', 'PCDHB5', 'RUTBC3', 'MLLT6', 'ANKRD44', 'CHRAC1', 'FES', 'PNN', 'EGR4', 'TMCC2', 'CDK5RAP1', 'CALD1', 'C16ORF54', 'ACACA', 'CYP4Z2P', 'DOK7', 'ECM1', 'TSPAN9', 'RPS6KA4', 'TNIP3', 'FXYD6-FXYD2', 'RPL9|RPL9P7|RPL9P8|RPL9P9', 'KLHL13', 'PP2135', 'FNBP1L', 'FZD2', 'HRH1', 'SEZ6', 'TCTA', 'CLK3', 'TMEM80', 'TYW1', 'RPL24', 'MAFIP', 'TPD52L3', 'RGS11', 'RABEP1', 'SRPK3', 'SLC9C1', 'LRIG3', 'ITGAM', 'GRM7', 'CEFIP', 'ARPC2', 'PIK3CG', 'HDHD5', 'SUSD4', 'H7C4C0', 'SURF6', 'ANKS1B', 'TLR6', 'C11ORF53', 'RPS4Y1', 'CRACD', 'CD48', 'MAST2', 'NME3', 'SLC25A25', 'MELTF', 'IFFO2', 'MRPL54', 'PSKH1', 'NEK7', 'ANK1', 'MLF1', 'FAM209A', 'PTDSS1', 'LCE3A', 'PHOSPHO2', 'TRNT1', 'DAG1', 'ETFRF1', 'H2AC14', 'BPIFB3', 'SDCBP', 'ZNF780A', 'CDIN1', 'HMGB2', 'LCP1', 'HEL-S-101', 'HHLA1', 'TRGC1', 'PIK3R3', 'CYRIA', 'PIANP', 'MAPK14', 'B3KQ68', 'PIGP', 'TRPV3', 'TIGD4', 'F8VYX6', 'KIAA0825', 'THRSP', 'TEX22', 'SCML4', 'ZFR', 'KAT6A', 'HHEX', 'DPPA3', 'Q6ZRA3', 'IMPDH2', 'STK16', 'ARRB1', 'Q8N4Y9', 'C2', 'BTBD6', 'NSA2', 'AKR1C1', 'SPANXN2', 'CLEC2A', 'TIMP2', 'PDHA1', 'GRP', 'IQGAP3', 'EDEM2', 'TNFRSF1A', 'ITM2B', 'ANKRD34A', 'MADD', 'PGAP6', 'CTSD'}"
Random_CoreNet_GRN_sig_only_size_match_622,0,0,0,"{'PCM1', 'OR10H3', 'CRYGS', 'TCEA3', 'SLC35E1', 'TTLL5', 'AMPD3', 'B1AVT1', 'HHLA3', 'PPM1J', 'FXYD2', 'PPAT', 'RBM38', 'SERPINH1', 'PLPP4', 'SLC44A3', 'TAZ', 'NSF', 'RNF38', 'FZD3', 'USP21', 'SAMSN1', 'KARS1', 'BCL2', 'WAPL', 'KRT82', 'SMIM19', 'TRAPPC10', 'VRK2', 'DHRS13', 'ACTL7B', 'ITIH4', 'SLC41A1', 'HEL-214', 'EIF2D', 'CADM1', 'STX12', 'TMEM130', 'Q5VXS9', 'C14ORF93', 'COMMD3', 'CD1D', 'MLH3', 'Q53FG3', 'SRGAP3', 'ABHD3', 'PDGFRB', 'HEL-S-25', 'USP10', 'PIP5K1B', 'TFE3', 'ZNF416', 'ZNF595', 'GUSBP1', 'PROM1', 'SEC31B', 'ATP6V0A4', 'OPTN', 'F5H2Q5', 'L2HGDH', 'BTN1A1', 'OR51E2', 'KIAA1217', 'ARHGEF15', 'Q9H8J7', 'ZNF766', 'ORAI1', 'WDR35', 'TCAF2', 'RTN4', 'PLRG1', 'POLE', 'IL10RA', 'DKFZP586J0619', 'STAU1', 'MAK', 'RAB5C', 'WT1', 'PTP4A2', 'ZNF720', 'PLD2', 'TMEFF2', 'APOB', 'LCE3C', 'CRYBB1', 'CCDC138', 'ANAPC15', 'TDG', 'VPS11', 'NACC1', 'CENPL', 'TSPAN4', 'ATRN', 'RITA1', 'SPTLC1', 'NELFA', 'SESN1', 'HNRNPUL1', 'AMDHD2', 'OTUB1', 'COL15A1', 'SIGLEC7', 'SH3GLB2', 'CTSL', 'PPP1CC', 'ADSL', 'CDC42', 'KLHL21', 'CCDC13', 'VPS39', 'GLUL', 'CKM', 'ENO3', 'PIANP', 'ZNF625', 'DDX56', 'ATXN7L3B', 'Q9H5Q2', 'KCNJ11', 'TEX19', 'NBEA', 'GAS2', 'HSPB2-C11ORF52', 'PCDHGA10', 'AMN', 'NAB1', 'PSMD9', 'FAM220A', 'H3BP91', 'CCR3', 'RBM15', 'PRTG', 'CCDC122', 'CAMKV', 'STK16', 'SEMA3C', 'TFR2', 'IRGM', 'MS4A12', 'IGFL1', 'HNRNPR', 'PCDHA10', 'SDR42E1', 'TRIM50', 'PHF19', 'NEU4', 'MZT2A', 'ZNF232', 'ZKSCAN2', 'TMEM253', 'CCZ1', 'FUT6'}"
Random_CoreNet_GRN_sig_only_size_match_623,0,0,1,"{'CABP2', 'BRICD5', 'RFX2', 'C12ORF60', 'RGS10', 'SPR', 'WWOX', 'OR4D6', 'PRMT7', 'TBC1D5', 'Q6ZQQ5', 'J3KQJ2', 'SHOX', 'TMEM119', 'NGFR', 'RPP25', 'MMP7', 'SULT1A2', 'CALM2', 'KLHDC5', 'TNNT2', 'PIGK', 'TSPYL6', 'TMEM168', 'ZNF213', 'H3-3A|H3-3B', 'PRPF40B', 'BPGM', 'DCTPP1', 'ZNF397', 'IL5RA', 'ELANE', 'SUSD2', 'GNB1L', 'CCDC17', 'ZC3H12C', 'FOXD1', 'PPP2R3C', 'AGGF1', 'ZBED9', 'BNIP5', 'STK17B', 'STX12', 'DNAJC21', 'POLR1D', 'PBX3', 'RLBP1', 'CPNE2', 'PRPF19', 'KLRF1', 'SH3TC1', 'AHSA2P', 'ZNF432', 'CDK10', 'SLC4A8', 'IL10', 'RNF157', 'G3V4V3', 'A8K9C1', 'FLJ10842', 'ZC4H2', 'FBXO15', 'CHRNA7', 'Q8WWI3', 'COX6A1', 'TRIM21', 'CPXM2', 'PRB4', 'HACL1', 'FAM241B', 'MKNK2', 'WDR19', 'PEAK1', 'CXCR3', 'HEL-S-72', 'NTN3', 'PREB', 'TCHP', 'CTSC', 'PMS1', 'RCOR3', 'DMAC1', 'ZNF366', 'NSMCE1', 'LGR4', 'YTHDC2', 'TMEM41A', 'MEI4', 'LCE3C', 'RNASEH2B', 'MGAT4B', 'ZNF268', 'JOSD1', 'CSPG5', 'ABCB5', 'LRRC2', 'F5H5E5', 'NAGA', 'B7Z6S9', 'AKR1D1', 'MTARC1', 'SPHKAP', 'MT-RNR2', 'NEK2', 'NEK11', 'G5E9L5', 'MYLK3', 'ECSIT', 'CNOT6', 'CSTF3', 'HADHA', 'MED9', 'ATL2', 'Q6PJG0', 'PAQR7', 'SEC23A', 'CCNL2', 'SCO2', 'PLCB2', 'TMEM259', 'PDE4DIP', 'FERMT3', 'GAS2', 'TRIM33', 'FCRL4', 'SLC35G5', 'SYBU', 'RAB19', 'Q5T627', 'TENM2', 'IFT140', 'CLUH', 'TMEM207', 'CLPSL2', 'AKAP13', 'HTR3E', 'DOK5', 'CD19', 'APOBEC1', 'FOXP4', 'B1B0M1', 'GZMB', 'A2AE51', 'OSR2', 'CCNB1', 'G2E3', 'FGFR2', 'DENND2C', 'DNAJC11', 'GPR101', 'SH3BP2', 'ITFG1'}"
Random_CoreNet_GRN_sig_only_size_match_624,0,0,1,"{'ABCG2', 'SLX4IP', 'B3GALNT1', 'A6XND8', 'REXO1', 'CCNI', 'SLC26A5', 'NDEL1', 'RAB32', 'KLF8', 'SLC35E1', 'CA10', 'PRKACA', 'TTC22', 'USP26', 'SCD', 'MIDEAS', 'DNA2', 'CD5', 'SNTB2', 'EPOR', 'KIAA0930', 'MLIP', 'PTPMT1', 'ANKRD20A12P', 'CD7', 'NSDHL', 'JAM2', 'NCAPD2', 'SIRT7', 'RAD17', 'GTF2IRD2B', 'EXD3', 'HDDC3', 'XIRP2', 'INHBB', 'CAMK2A', 'GGT1', 'GNB1L', 'PNPLA8', 'SLC41A1', 'RAD54B', 'MAN1A1', 'TAF2', 'MPLKIP', 'EIF3E', 'SLC39A1', 'KITLG', 'PAF1', 'PHLDB3', 'DKFZP781I1140', 'F5H8M2', 'STUB1', 'H2AC7', 'SPATA6', 'RPS21', 'DES', 'Q6ZVU3', 'TEK', 'CDO1', 'CLK3', 'ZNF789', 'SEC11C', 'DCTN6', 'TMEM123', 'OSGIN2', 'TBC1D13', 'ALDH7A1', 'SPOUT1', 'MT1DP', 'UBIAD1', 'SLC66A1L', 'AHDC1', 'PLPP6', 'ZBTB7A', 'PRKAB2', 'MOSPD3', 'ZNF277', 'MICU2', 'PDLIM5', 'VAMP4', 'SSRP1', 'BACH2', 'ZNF445', 'Q8NAF8', 'MANSC1', 'ANKFY1', 'KLHL24', 'AMIGO2', 'PLIN4', 'CENPV', 'PSMA7', 'TWSG1', 'SCN2B', 'ADAMTSL3', 'ERG28', 'LRIG1', 'C15ORF32', 'PLEKHG4', 'XAGE3', 'SMARCA2', 'ATP1A1', 'NMRK1', 'CCN6', 'TAS2R5', 'RNF39', 'KBTBD6', 'CHRNA4', 'ABHD2', 'B3KPJ1', 'CLK1', 'TADA1', 'KLHL18', 'Q14485', 'PNRC2', 'SAMD3', 'NXPH3', 'UGT1A4', 'PWWP2B', 'ZNF784', 'B2RC52', 'SIAH2', 'OLFM3', 'NEIL2', 'SPNS1', 'PUM3', 'MKX', 'PWWP2A', 'ZFYVE1', 'TMOD1', 'MEN1', 'NDUFAF4', 'COL5A1', 'JCHAIN', 'HLA-B57', 'ATOX1', 'Q5JQ52', 'VPS37D', 'NASP', 'MS4A12', 'TENT5B', 'PCYT1A', 'CLRN3', 'CFAP73', 'NR2E1', 'PTGS2', 'SPATS2', 'KRBOX4', 'PHLDA1', 'VWA7', 'CLDN3', 'RNMT'}"
